urun_adi,csv_kategori,siklik,alt_tipler
CALVE KETÇAP ACILI 250GR,GIDA,27,
FUSE TEA 330 ML MANGO-ANANAS,İÇECEK,27,
PANTENE Y 400GR TEMEL BAKIM ŞAMPUAN,KOZMETİK,27,
ARKO NATUREL KREM 100ML VAZO,KOZMETİK,27,
BERRAK TURSU SALATALIK 370 ML NO:0,GIDA,27,
HELEN H.ULTRA UZUN 8AD,KAĞIT,27,
SELPAK HAVLU 8 LI BEYAZ %25 INDIRIMLI,KAĞIT,27,
DR.OETKER KREM SANTİ KAYMAK TADINDA 116GR,GIDA,27,
ULKER NAPOLITEN ANTEP FISTIK DOLGULU 33GR,GIDA,27,
DR.OETKER IRMIK HELVASI 400GR,GIDA,27,sekerci
PEYMAN BADEM IC 70 GR,GIDA,27,kuruyemisci
LIPTON SIYAH INCI 500 R.,İÇECEK,27,
NAZO TOZ ICECEK VISNE,İÇECEK,27,
PINAR BURGER 590GR,GIDA,27,
FİSKOBİRLİK SUTLU FINDIK EZMESİ 450 GR,SÜT KAHVALTILIK,27,
ERIK,MEYVE SEBZE,27,manav
S.BRITE 6'LI KLASIK SUNGER,DETERJAN TEMİZLİK,27,
SENSODYNE TAM KORUMA+BEYAZLATICI 100ML,KOZMETİK,27,
BIZIM MUTFAK CORBA YAYLA,GIDA,27,
LIPTON EG.2 AD 100'LU DEMLIK ALANA SAKLABA KABI H,İÇECEK,27,
SOLEN BİSCOLATA STİX 50 GR H.CEVIZI,GIDA,27,
ECOMY CAY KASIGI 6'LI,EV,27,
HELEN H. GUNLUK NORMAL 36 LI,KAĞIT,27,
SUPER FRESH PIZZA KING 4'LU,GIDA,27,
SENER RECEL 380 GR GUL,SÜT KAHVALTILIK,27,
TADELLE CIKOLATA 25 GR,GIDA,27,sekerci
FALIM 5`LI ORMAN MEYVELI,GIDA,27,
COLGATE D.M OPTIK BEYAZ 75 ML,KOZMETİK,27,
IPEK SACKREMI 700 MLTUM SACLAR ICIN,KOZMETİK,27,
LOFÇALI ARAP SABUNU 500 GR. TORBA,DETERJAN TEMİZLİK,27,
FALIM 5`LI SAKIZ DAMLA SAKIZI,GIDA,27,sekerci
SENSODYNE FLORURLU 100 ML,KOZMETİK,26,
FABULOSO 900 ML CAM,DETERJAN TEMİZLİK,26,
HALK COCO PASTA 22 GR,GIDA,26,
CARTE DOR TAVUKGOGSU 143 GR,GIDA,26,
BIZIM KETCAP 750 GR ACILI PVC,GIDA,26,
UMIT GALETA SUSAMLI 200 GR,GIDA,26,
TEST MATIK 5 KG GUL BAHCESI,DETERJAN TEMİZLİK,26,
SITIL EKO SPECIAL 60 GR K.KAHVE,DETERJAN TEMİZLİK,26,
PRINGLES 165 GR SOUR CREAM,GIDA,26,
PRINGLES ORIGINAL 2'LI PAKET,GIDA,26,
PINAR LABNE 750GR.,SÜT KAHVALTILIK,26,
CAMSIL MATIK 500 ML+ 500 ML,DETERJAN TEMİZLİK,26,
ICIM SUT 200ML ALPELLA CIKOLATALI,SÜT KAHVALTILIK,26,sekerci
DURU 2000 5LI SABUN375GR ELMA,KOZMETİK,26,
UMIT KEK PASTA ALTI KAKAOLU 300GR,GIDA,26,
ULKER GRANINI 330 ML VISNE,İÇECEK,26,
ULKER RONDO 8'LI SADE KREMALI,GIDA,26,
ULKER CAMLICA 2.5 LT PORTAKALLI,İÇECEK,26,
KENT JELIBON 100 GR.KARPUZ,GIDA,26,sekerci
DALIN BABY SABUN 100 GR.,BEBEK,26,
RUFFLES PARTİ PEYNIR SOGAN 171 GR,GIDA,26,
NESTLE NESFIT FRUITS MEYVELI BUGDAY 430 GR,SÜT KAHVALTILIK,26,
AKDEM BARUT AGACLI 9 KARISIK B.CAYI 40 SUZEN,İÇECEK,26,
TRAKYA PEYNIR MAYASI 50 ML,SÜT KAHVALTILIK,26,
SEK TEREYAG 250 GR.,SÜT KAHVALTILIK,26,
BEBELAC 2 900 GR DEVAM SUTU,BEBEK,26,
BINGOSOFT 1LT KIS SURPRIZI,DETERJAN TEMİZLİK,26,
PINAR YOGURT LIGHT 600 GR,SÜT KAHVALTILIK,26,
DR.OETKER SALEP 4LU POSET,GIDA,26,
CANBEBE KAZANCLI PAKET 4 MAXI 80 ADET,BEBEK,26,
DOGANAY ELMA SIRKESI 500 ML,GIDA,26,
DALIN SIVI DETERJAN 2 LT,BEBEK,26,
"KOMILI EGE SIZMASI ZEYTIN YAGI 0,5L",GIDA,26,
KOSKA TAHIN BAL 350 GR.,SÜT KAHVALTILIK,26,
"ACE C.SUYU 4,4LT.LAVANTA DUŞLERI",DETERJAN TEMİZLİK,26,
BIZDEN SARI MERCIMEK 1 KG,GIDA,26,
S.BRITE TEMIZLIK BEZI 6Lı,DETERJAN TEMİZLİK,26,
MILKA 80GR CIKOLATA FINDIK,GIDA,26,sekerci
BINGO SIVI DET.2 LT.SIYAH,DETERJAN TEMİZLİK,26,
PIKNIK 1482 SEFFAF BARDAK,EV,26,
SENER RECEL 1800 GR CILEK,SÜT KAHVALTILIK,26,
MAGGI CORBA KREMALI TAVUK,GIDA,26,
ULUDAG EFSANE GAZOZ PORTAKALLI 330 ML,İÇECEK,26,bufe
"OMO MATIK 1,5 KG YUMOŞ FLORAL",DETERJAN TEMİZLİK,26,
DR.OETKER CIKOLATA SELALESI 215GR,GIDA,26,sekerci
BEBELAC 3 900 GR DEVAM SUTU,BEBEK,26,
POWERADE 500ML. SUN RUSH,İÇECEK,26,
BREF WC HIJYEN TEMIZLEME KUPLERI,DETERJAN TEMİZLİK,26,
MENTOS MEYVESUYU STICK 38GR,GIDA,26,
S.BRITE TEMIZLIK BEZI 9 LU EKO,DETERJAN TEMİZLİK,26,
SUTAS 250 GR HELLIM PEYNIRI,SÜT KAHVALTILIK,26,
CIF ULTRA HIZ MUTFAK SPREY 1 KG,DETERJAN TEMİZLİK,26,
PRINGLES 40 GR ORIGINAL,GIDA,26,
DR.OETKER CHOCOLATERIA ÇIKOLATALI 98 GR.,GIDA,26,sekerci
REDBULL ENERJI ICECEGI 355ML.,İÇECEK,26,bufe
BIZIM KETCAP MAYONEZ 2 LI SET,GIDA,26,
REIS KURU FASULYE DERMASON 1 KG,GIDA,25,
KNORR MANTI YOĞURTLU 98 GR,GIDA,25,
DOGUS RIZE HARMANI CAY 100GR,İÇECEK,25,
PROTEX SABUN 75 GR ULTRA,KOZMETİK,25,
TADIM FINDIK ICI 200GR,GIDA,25,kuruyemisci
"OMO MATIK 1,5 KG DOMESTOS ETKİLİ",DETERJAN TEMİZLİK,25,
YORSAN TEREYAGI 1 KG,SÜT KAHVALTILIK,25,
"ARIEL MATIK 1,5 KG PARLAK RENKLER",DETERJAN TEMİZLİK,25,
PEYMAN TUZLU LEBLEBI 75 GR,GIDA,25,kuruyemisci
ARGEM CAMASIR IPI,EV,25,
ICIM TEREYAGI 500 GR KOZALAK,SÜT KAHVALTILIK,25,
ASPIRIX COK AMACLI TEMIZLIK SIVISI 1 LT,DETERJAN TEMİZLİK,25,
BINGO OV 500 GR. ÇİÇEKLERİN IŞILTISI,DETERJAN TEMİZLİK,25,
ULKER DANKEK 8 KEK CIKOLATA KARAMEL,GIDA,25,sekerci
ALTIN CEZVE SICAK CIKOLATA 250 GR,İÇECEK,25,sekerci
FAMILA HAVLU 6+2,KAĞIT,25,
"ACE C.SUYU 4,4LT.BAHAR KOKULU",DETERJAN TEMİZLİK,25,
KARMEZ LIGHT EKMEK 430GR,GIDA,25,firin
BIZDEN BARBUNYA FASULYE 1KG,GIDA,25,
H.SAKIR SIVI SAB. 400ML LAVANTA,KOZMETİK,25,
YUMOS 1 LT CICEK BAHCESI YUMUSATICI,DETERJAN TEMİZLİK,25,
PINAR MAYONEZ 420 GR TUP,GIDA,25,
PRIMA 3 PREMCARE 4-9 KG 54 AD,BEBEK,25,
REIS DERMASON FASULYE 1 KG,GIDA,25,
CEREZZA TV SUT MISIR 43 GR,GIDA,25,
ULUDAG MANDALİNİTA 330 ML PET,İÇECEK,25,
KOTEX ULTRA DRY SOFT 36'LI NORMAL TEKLI PKT HED.,KAĞIT,25,
PEYMAN ANTEP FISTIGI 70 GR,GIDA,25,
SUTAS BABYMIX SADE 4LU,SÜT KAHVALTILIK,25,
LAND LITE ELH/M-8W,EV,25,
COLGATE D.F. DISETI RAHATLIGI 1+1 GUM COMFORT,KOZMETİK,25,
REST OLUKLU BULASIK SUNGERI 5 LI,DETERJAN TEMİZLİK,25,
"F SAFF BULASIK MAKINESI TUZU 1,5KG",DETERJAN TEMİZLİK,25,
TADIM BADEM ICI 90 GR,GIDA,25,kuruyemisci
ABC TOZ DETERJAN 600 GR ELDE YIKAMA GUL TUTKUSU,DETERJAN TEMİZLİK,25,
CAPPY SPECIAL MEYVA SUYU 1LT KAYISI,İÇECEK,25,
ULKER KREMINI 50 GR VISNELI,GIDA,25,
PERSIL 5 KG EXPERT LEKE,DETERJAN TEMİZLİK,25,
POWERADE SNOW STORM 500 ML,İÇECEK,25,
BIZIM MUTFAK KOFTE HARCI 100GR,GIDA,25,
PHILIPS 14 W=60W 750LM ECO COOL DAY LIGHT,EV,25,
CAPPY KUTU 330 ML.VISNE,İÇECEK,25,
PERSIL MATIK 1.5 KG COLOR,DETERJAN TEMİZLİK,25,
"YEDIGUN 2,5 LT.PORTAKAL",İÇECEK,25,
AKDEM TARCIN CUBUK 75 GR,İÇECEK,25,
BINGO DINAMIK 750 ML.PORTAKAL BULASIK SIVI,DETERJAN TEMİZLİK,25,
SELPAK MENDIL NORMAL 10LU,KAĞIT,25,
NESTLE BLACK TAM FIS.KARE 80GR,GIDA,25,
GEZER TERLIK CESIT,EV,25,
DANA KONTRFILE,ET TAVUK,25,kasap
ROCCO JELLY JUNIOR SEVIMLI AYILAR 80GR,GIDA,25,
ULKER ALBENI 5LI 346,GIDA,25,
YORSAN LIGHT KASAR 500GR,SÜT KAHVALTILIK,25,
DANONE DANINO MUZLU 6 LI 2011,SÜT KAHVALTILIK,25,
PANTENE Y 400ML.TEMEL BAKIM,KOZMETİK,25,
REST DUZ BULASIK SUNGERI,DETERJAN TEMİZLİK,25,
PAM SIVI SABUN 4LT. LAVANTA+LEYLAK,KOZMETİK,25,
DR.OETKER REVANI 500 GR.,GIDA,25,
F SAFF BULAŞIK MAKİNE DETERJANI TOZ 750 GR,DETERJAN TEMİZLİK,25,
PRIL BULASIK SIVISI 750 GR. ELMA,DETERJAN TEMİZLİK,25,
SOLEN OZMO CLUB SUTLU CIK. 44 GR,GIDA,25,
PANTENE Y 400GR TEMEL BAKIM 2IN 1,KOZMETİK,25,
NUMIL APTAMIL 2 350 GR,BEBEK,25,
TURSIL ELDE YIKAMA POSET 600G,DETERJAN TEMİZLİK,25,
PASTAVILLA MAKARNA JUNIOR ALFABE 500 GR.,GIDA,25,
DR.OETKER MUHALLEBI 210 GR,GIDA,25,
SIGNAL D.M.BEYAZ GUC ELMALI 50 ML,KOZMETİK,25,
KOSKA RECEL CILEK 760 GR,SÜT KAHVALTILIK,25,
"NOGAY EKONONIK SIYAH ZEYTIN 1,800 GR",SÜT KAHVALTILIK,25,
REIS TRAKYA BALDO PIRINC 1 KG,GIDA,24,
REIS GONEN BALDO PIRINC 2500 GR,GIDA,24,
K.PLAST COP POSETI KUCUK 30 AD,EV,24,
ETI STİCKS ÇİKOLATA KEYFİ 88 GR NANELİ,GIDA,24,sekerci
BIZDEN PIRINC UNU SADE 250 GR,GIDA,24,
TAT MAYONEZ 500 GR CAM,GIDA,24,
BIGBABOL SEKERLI SAKIZ KAVUN 27GR,GIDA,24,sekerci
PAPIA HAVLU 12 RULO 3 KATLI,KAĞIT,24,
BIZDEN KOFTELIK BULGUR 1KG,GIDA,24,
YUMOS 2 LT DOGANIN ÖZÜ,DETERJAN TEMİZLİK,24,
MILKA TOBLERONE 100 GR,GIDA,24,
ICIM SMART 6 LI BUYUME KUPLERI MUZLU 40 GR,SÜT KAHVALTILIK,24,
CAPPY %100 ELMALI ŞEFTALİ 1LT,İÇECEK,24,
KOSKA DUT PEKMEZI 380 GR CAM,SÜT KAHVALTILIK,24,
CAPPY %100 ELMALI VİŞNE 1LT,İÇECEK,24,
SENER PEKMEZ 720 GR,SÜT KAHVALTILIK,24,
DIMES 1LT MEYVE SUYU ŞEFTALİ KLASIK,İÇECEK,24,
S.BRITE EKO YESIL SUNGER 4'LU,DETERJAN TEMİZLİK,24,
BEBELAC 1 500 GR BEBEK SÜTÜ DOĞ.İTİBAREN,BEBEK,24,
KENT KISA SWICH,SİGARA,24,
BALPARMAK SUZMECAM BALI 225GR,SÜT KAHVALTILIK,24,
CANBEBE IKIZ 7-18KG COCUK 48 ULTRA KORUMA,BEBEK,24,
CENK COK AMACLI KORUYUCU TABLE,DETERJAN TEMİZLİK,24,
KARAAGAC PEKMEZ 650 GR,SÜT KAHVALTILIK,24,
RINSO MATIK 5KG YAGMURDA DANS,DETERJAN TEMİZLİK,24,
SERA ALUMINYUM FOLYO 15 METRE,EV,24,
DOGUS MEYVE CAYI BOGURTLEN 20LI POSET CAY,İÇECEK,24,
BEBELAC 4 DEVAM SUTU 500 GR,BEBEK,24,
TAT KETCAP 345 GR.ACILI,GIDA,24,
DALIN BEBEK SAMPUANI 1000ML.,BEBEK,24,
DURU BEYAZ 700 GR KLASIK SABUN + ARKO KREM,KOZMETİK,24,
BIZIM KIRMIZI MERCIMEK 1KG,GIDA,24,
BIZIM KETCAP 750GR + MAYONEZ 650 GR,GIDA,24,
MARET SOYULMUS SOSIS 9 LU,ET TAVUK,24,kasap
CANBEBE AVANTAJ PK. MAXI PLUS 54 AD 9-20,BEBEK,24,
F BAKTAT KARISIK TURSU 1420 GR,GIDA,24,
PINAR MAYONEZ 500 GR.,GIDA,24,
TAT BIBER SALCASI 810GR TENEKE TATLI,GIDA,24,
PENGUEN BIBER SALCA TATLI 360 GR,GIDA,24,
BEBELAC 2 250 GR,BEBEK,24,
ALPELLA 3 GEN BEYAZ CIK GOFRET 5Lİ,GIDA,24,sekerci
ETI POP KEK 180 GR MUZLU,GIDA,24,
CARTE DOR KREM SANTI SADE 140GR,GIDA,24,
ULKER YUPO JELLY KOLA 80 GR,GIDA,24,bufe
ULKER ONEO SLIM NANE,GIDA,24,
TAT HASLANMIS BARBUNYA 850 GR,GIDA,24,
DANONE ACTIVIA KURU KAYISI 4 LU 440GR,SÜT KAHVALTILIK,24,kuruyemisci
PINAR SUCUK KANGAL SOLEN 250GR.,ET TAVUK,24,kasap
FAIRY SIVI BULASIK PLATINUM 960ML,DETERJAN TEMİZLİK,24,
SOLO PECETE DESENLI,KAĞIT,24,
DR.OETKER TIRAMISU YAP 127GR,GIDA,24,
MILUPA KAV.125GR ORGANIK SUTLAC,BEBEK,24,
DOGANAY LIMON SOSU 1000ML,GIDA,24,
LIPTON EARL GREY TEA DEMLIK 326GR,İÇECEK,24,
NESTLE 80GR A.FISTIKLI 268,GIDA,24,kuruyemisci
TEKEL 2000 LACIVERT KUTU,SİGARA,24,
HERO ARMUT-ANANAS-SEFTALI,BEBEK,24,
PINAR LABNE PEYNIR 8*20GR,SÜT KAHVALTILIK,24,
H.SAKIR GUZL SAB 5LI MENEKSE CİCEGİ 375GR,KOZMETİK,24,
RIBEK KEBIR KAVURMA,ET TAVUK,24,kasap
F NEFFIS EKS GELENEKSEL KAYISI RECELI 380 GR,SÜT KAHVALTILIK,24,
COOK COP TORBASI JUMBO BOY,EV,24,
PIKNIK 1399 COK AMACLI ELDIVEN,EV,24,
DR.OETKER CREME OLE MUZ 110GR,GIDA,24,
MILUPA K. ORGANİK SEFTALI ELMA 125 GR,BEBEK,24,
NUMIL APTAMIL 3 900 GR,BEBEK,24,
ULKER GRANINI 2 LI  NEKTARI BARDAK HED.,İÇECEK,24,
PERWOLL RENKLİ SİHİR 1 LT,DETERJAN TEMİZLİK,24,
PALMOLIVE NATURALS 3+1 PAPATYA 400 GR,KOZMETİK,24,
CARTE DOR KREM SANTI KAKAOLU 81GR,GIDA,24,
KARPUZ,MEYVE SEBZE,24,manav
DOGUS KARADENIZ POSET 100'LU BERGAMOTLU,İÇECEK,24,
FIRST DAMLA SAKIZLI 22 GR,GIDA,23,sekerci
ARKO SYSTEM3 TRAS BICAGI 4 LU,KOZMETİK,23,
TAT FINDIKLI EZME 190 GR,GIDA,23,
TAMEK KONSR BARBUNYA PILAKI 215 GR,GIDA,23,
YUMOS EXTRA 1500 ML GUL,DETERJAN TEMİZLİK,23,
SENER RECEL 380 GR BOGURTLEN,SÜT KAHVALTILIK,23,
ULKER SP.CORBA KOFTELI KÖY ÇORBASI,GIDA,23,
PERSIL MATIK 1.5 KG DENIZ,DETERJAN TEMİZLİK,23,
PERSIL 5 KG COLOR EXPERT,DETERJAN TEMİZLİK,23,
H.SAKIR MATIK 1700 GR LAVANTA POSET,DETERJAN TEMİZLİK,23,
CILLIT BANG 750+750ML YAGCOZ+KIREC COZ SPREY,DETERJAN TEMİZLİK,23,
SANA KASE MARGARIN 500 GR.,SÜT KAHVALTILIK,23,
SHE SEXY DEO 100ML,KOZMETİK,23,
CLIO SIVI BULASIK DETERJAN 1LT LIMON,DETERJAN TEMİZLİK,23,
F BAKTAT SALATALIK TURSUSU 1450 GR,GIDA,23,
HALK GOFRET CILEKLI 120 GR.,GIDA,23,sekerci
ARTCRAFT CAY BARDAGI 6LI AJDA,EV,23,
SOLO CEK-AL HAVLU REFIL,KAĞIT,23,
S.BRITE KLASIK 6 LI SUNGER,DETERJAN TEMİZLİK,23,
BEBELAC PEYNIRLI PEKMEZLI 125 GR KAHVALTI,BEBEK,23,
PEYMAN LEBLEBI 75GR,GIDA,23,kuruyemisci
GILLETTE BLUE III 6 LI,KOZMETİK,23,
SENSODYNE TAM KORUMA 100ML,KOZMETİK,23,
KNORR CORBA YUVALAMA BUGDAYLI NOHUTLU 103 GR,GIDA,23,
FERSAN UZUM SIRKESI 500 ML PET,GIDA,23,
IPEK SAMPUAN YAGLI SACLAR,KOZMETİK,23,
SITIL EKO AYAKKABI BOYA SIYAH 60ML,DETERJAN TEMİZLİK,23,
BIZIM VANILIN 10+2,GIDA,23,
FAIRY SIVI BULASIK PLATINUM 480ML LIMON,DETERJAN TEMİZLİK,23,
BALKOVAN SUZME CICEK BALI 800 GR,SÜT KAHVALTILIK,23,
COLGATE D.M TOTAL PRO. HASSAS 1+1 HEDIYE,KOZMETİK,23,
COOK YANMAZ FIRIN TORBASI,EV,23,
NESTLE NESFIT MEYVELI 235 GR,SÜT KAHVALTILIK,23,
SEK MEYVE SU 1 LT NAR NEKTARI,İÇECEK,23,
S.BRITE TEMIZLIK BEZI 4 LU,DETERJAN TEMİZLİK,23,
PENGUEN TURSU SALATALIK KOTNISON  670G,GIDA,23,
PIKNIK 1397 YANMAZ FIRIN TORBA,EV,23,
ELHIM T2-15W E276400,EV,23,
SARELLE DUO 350 GR,SÜT KAHVALTILIK,23,
ORKID YAPRAK LIGHT BAHAR CICEKLERI,KAĞIT,23,
KOSLA VANISH HALI MAKİNE 900 ML,DETERJAN TEMİZLİK,23,
DURU 700ML SAÇ KREMI COK KURU SACLARA,KOZMETİK,23,
ICIM TAVA KAYMAKLI YOGURT 1KG,SÜT KAHVALTILIK,23,
ULKER RODEO CIKOLATA 40GR*5LI,GIDA,23,sekerci
CALGONIT BUL.MAK.PARLATICI 800ML,DETERJAN TEMİZLİK,23,
ULKER BONBON MEYVE SEKER 40GR.,GIDA,23,
BEBELAC GECE DEVAM MAMASI 125 GR IRMIKLI MUHALLEBI,BEBEK,23,
HELEN H. ULTRA GECE 7AD,KAĞIT,23,
SIGNAL WHITE NOW SEYAHAT SETI,KOZMETİK,23,
BIZIM MUTFAK SPESIYAL CORBA YUVALAMA,GIDA,23,
ELIDOR 700ML SAMP. RENK KORUYUCU,KOZMETİK,23,
BANVIT SCHNITZEL 200 GR,ET TAVUK,23,kasap
BAGDAT KORI 40GR EKO,GIDA,23,
BEBEM ISLAK HAVLU 63 AD REFIL,KAĞIT,23,
DR.OETKER CREME OLE VANILYA 110GR,GIDA,23,
PIKNIK 1484 KARTON BARDAK ORTA BOY 6'LI,EV,23,
FISKOBIRLIK NUGA FINDIK EZMESİ 450 GR,SÜT KAHVALTILIK,23,
ORKID MAXI KANATLI NORM. 4*12,KAĞIT,23,
PAPIA 50 ADET CIFT KATLI PECETE,KAĞIT,23,
ULKER GRANINI 330 ML SEFTALI,İÇECEK,23,
BABY STAR 72 LI ISLAK MENDIL,KAĞIT,23,
KNORR YORESEL CORBA PARA PARA,GIDA,23,
PROTEX SABUN 75 GR PROFESYONEL BAKIM,KOZMETİK,23,
TAHSİLDAROĞLU TAZE KAŞAR PEYNİRİ 400 GR,SÜT KAHVALTILIK,23,
ELSEVE 650 ML SAMP.+360 ML S. KREMI COLOR VIVE,KOZMETİK,23,
BAGDAT SUMAK 90GR,GIDA,23,
S.BRITE 2+1 CIZMEZ BULS SUNGERI,DETERJAN TEMİZLİK,23,
FUSE TEA 330 ML SEFTALI,İÇECEK,23,
SELPAK MENDIL MENTOL 10LU,KAĞIT,23,
DR.OETKER KESKUL TOZ KARISIM 140GR,GIDA,23,
BEBELAC KAV.125GR.YOGT. KAY.ANANS PURE,BEBEK,23,
ULUDAG MADENSU FRUTTI VISNE 6'LI,İÇECEK,23,
EKICI LOR PEYNIRI 500 GR,SÜT KAHVALTILIK,23,
PINAR KREM SANTI 150GR,GIDA,23,
HAMURANA KOY TARHANASI 250GR.,GIDA,23,
BAGDAT NAR EKSILI SOS 318 GR,GIDA,23,
SAFRANBOLU FISTIKLI LOKUM 450 GR,SÜT KAHVALTILIK,23,kuruyemisci;sekerci
COLGATE TOTAL 125 ML NANE 1 ALANA 1BEDAVA,KOZMETİK,23,
FALIM 5`LI SAKIZ NANELI,GIDA,23,sekerci
H.SAKIR GUZL.SAB.4LU TROPIK 400GR,KOZMETİK,23,
TAT FASULYE TENEKE 830 GR,GIDA,23,
PIKNIK 1406BUZDOLABI POŞETİ 50+25 BEDAVA,EV,23,
CHEETOS 44 GR MISIR CEREZI BIFTEKLI,GIDA,23,bufe
CEREZZA SINEMA PEYNIR SOGAN 130 GR,GIDA,23,
"PRIL STANDART JEL BULASIK MAK.1,5 KG SIRKE",DETERJAN TEMİZLİK,23,
DOVE SAMPUAN 700ML THERAPY KOPARAK DÖK.KARSI,KOZMETİK,23,
DANONE DANINO KAHVALTI ZAMANI 6 LI 2011,SÜT KAHVALTILIK,23,
"MARC 2,5 LT DEO SIVI FLORAL",DETERJAN TEMİZLİK,22,
GUROVA BEYAZ PEYNIR 1KG,SÜT KAHVALTILIK,22,
PARODONAX BITKISEL BEYAZLATICI 50ML,KOZMETİK,22,
ETI CAY KEYFI DAMLA CIKLATALI 161 GR,GIDA,22,
DR.OETKER TATLI SOS PISIRMEDEN CIKOLATALI 72  GR,GIDA,22,sekerci
PERSIL JEL 1125GR GÜLÜN BÜYÜSÜ,DETERJAN TEMİZLİK,22,
PRINGLES 165GR PAPRIKA,GIDA,22,
ELSEVE 700 ML COLOR VIVE,KOZMETİK,22,
BALPARMAK 350GR PET BAL CICEK,SÜT KAHVALTILIK,22,
PINAR TEREYAGI 1 KG,SÜT KAHVALTILIK,22,
ARGEM EKONOMIK 2'LI TOPTEL,EV,22,
CIF ULTRA HIZ MUTFAK SPREY 500 ML,DETERJAN TEMİZLİK,22,
TAT HASLANMIS FASULYE 420GR,GIDA,22,
SOLEN OZMO CLUB SUTLU CIK.88 GR,GIDA,22,
PEPSI KOLA 200 ML CAM,İÇECEK,22,bufe
PERWOLL BEYAZ SIHIR 1000 ML,DETERJAN TEMİZLİK,22,
BINGO 5 KG AUTOMAT SODA,DETERJAN TEMİZLİK,22,
SEK SUT 500 ML. DIYET,SÜT KAHVALTILIK,22,
UNO PASTABAN SADE 2 KAT 250GR.,GIDA,22,
H.SAKIR MATIK 500GR.LAVANTA POSET,DETERJAN TEMİZLİK,22,
ARTCRAFT CAY BARDAGI 6'LI,EV,22,
DOGUS FORM TEA 20 POSET,İÇECEK,22,
BEBELAC KAV.125GR HAVUC ELMA PURESI,BEBEK,22,
BERRAK SALATA TURSU 3LT PET,GIDA,22,
DR.OETKER SUTLAC TOZ KARISIM 153G,GIDA,22,
KNORR CORBA YUKSUK 124 GR YENI,GIDA,22,
PANTENE Y 400GR KEPEĞE KARŞI 2IN 1,KOZMETİK,22,
ULKER BEBE EKO PAKET 1 KG,BEBEK,22,
IPANA PRO EXPERT HEPSİ BİR ARADA 50 ML,KOZMETİK,22,
CANBEBE AVANTAJ PK. MAXI60 AD,BEBEK,22,
HALK KEK 4 ADET KAKAO SOSLU KEK 4*35,GIDA,22,
BINGOSOFT 1LT BAHAR YUMUSATICI,DETERJAN TEMİZLİK,22,
VILEDA POWER OLUKLU SUNGER 2 LI,DETERJAN TEMİZLİK,22,
BIZIM MAYONEZ 650 GR,GIDA,22,
PAPIA MENDIL 10LU 10PAKET,KAĞIT,22,
PIKNIK 1415 YUMURTA FIRCASI,EV,22,
HERO GOGLY PIRINC UNU ELMA,BEBEK,22,
KOSKA KECIBOYNUZU 800GR.PEKMEZ,SÜT KAHVALTILIK,22,
KAR PATOS ROLLS 76GR. ACILI,GIDA,22,
NESTLE NESFIT BUGDAY PIRINC 250 GR,SÜT KAHVALTILIK,22,
BINGO SIVI DET.4 LT.SIYAH,DETERJAN TEMİZLİK,22,
DOVE BODY SILK KREM 150 ML KVNZ,KOZMETİK,22,
BİEN CROISSANT DOUBLE 50GR,GIDA,22,
DIMES 1 LT MEYVE SUYU PORTAKAL,İÇECEK,22,
HALK M. SUYU 200ML YENI KAYISI,İÇECEK,22,
BEBELAC 4 DEVAM SUTU 250 GR,BEBEK,22,
SESU KARTUŞ AĞDA LAVENDER 100 ML,KOZMETİK,22,
HUGGIES ISLAK HAVLU 72 LI 3 AL 2 ODE BANYO,KAĞIT,22,
PIKNIK 1382 CAY SUZGECI,EV,22,
ULKER KELLOGG`S KARISIK MEYVE 250 GR,SÜT KAHVALTILIK,22,
"CAYKUR DIDI SOGUK CAY 2,5 LT LIMON",İÇECEK,22,
TAT HARDAL 345 GR PVC,GIDA,22,
DOGANAY SALGAM SUYU 2000ML,İÇECEK,22,
MOLFİX JUMBO PAKET MAXİ PLUS 9-20KG,BEBEK,22,
BILLUR OGUTME TUZU 135 GR.,GIDA,22,
DURU VUC.BAKIM SABUN 200 BAL,KOZMETİK,22,
PINAR AYRAN 1LT,İÇECEK,22,bufe
EKİN OSMANCIK PIRINC 1 KG.,GIDA,22,
REST DUZ BULASIK SUNGERI 3 LI,DETERJAN TEMİZLİK,22,
DR.OETKER IRMIK TATLISI 162 GR,GIDA,22,
DR.OETKER PUDING CIKOLATALI HINDISTAN CEVIZLI100GR,GIDA,22,sekerci
YUMOS EXTRA 1500 NILUFER&YASEMİN,DETERJAN TEMİZLİK,22,
BIZIM KETCAP 420 GR PWC ACILI,GIDA,22,
BEBELAC KAV.125GR SEFTALI ELMA,BEBEK,22,
KOSKA RECEL VISNE 760 GR,SÜT KAHVALTILIK,22,
DR.OETKER PASTA SUSU KAKAOLU-COCOA 80 GR,GIDA,22,
OSKAR ÇİKOLATA KAPLI PİŞMANİYE 115 GR,SÜT KAHVALTILIK,22,sekerci
COTANAK IDEAL FINDIK YAGI 2LT PET,GIDA,22,
JACOBS CRONAT GOLD 100 GR EKO PKT,İÇECEK,22,
P.BAHCE 42381 6LI INCEBELLI CAY.BARDAK,EV,22,
PAPIA WC KAGIDI 3KATLI 20+4 BEDAVA,KAĞIT,22,
F BAKTAT BIBER- DOMATES SOSU TUZLU 1700 GR,GIDA,22,
MILKA CIKOLATA CILEK YOGURT 75GR,GIDA,22,sekerci
VIVIDENT MEYVA SULU SAKIZ 23GR,GIDA,22,sekerci
